event_id,user_id,timestamp,event_type,feature_name,session_id
evt_b630eb5c309a,usr_2fae83445c4a,2026-04-26T20:35:15.295915,feature_used,feature_1,ses_928b2c15
evt_1b8182cf43c7,usr_2fae83445c4a,2026-04-26T20:35:15.295915,page_view,,ses_40010362
evt_6b3ce2036444,usr_2fae83445c4a,2026-04-26T20:35:15.295915,feature_used,feature_1,ses_dc867fde
evt_450f7d0a80f7,usr_2fae83445c4a,2026-04-26T20:35:15.295915,export_done,,ses_4c9c9a03
evt_7dc2ae52cbe0,usr_2fae83445c4a,2026-04-26T20:35:15.295915,page_view,,ses_fe65f3c7
evt_7c4a2f99821d,usr_2fae83445c4a,2026-04-26T20:35:15.295915,feature_used,feature_1,ses_82c46eab
evt_0a3aedbc5110,usr_2fae83445c4a,2026-04-26T20:35:15.295915,settings_changed,,ses_6d9ed050
evt_eb3acb86aa25,usr_2fae83445c4a,2026-04-26T20:35:15.295915,page_view,,ses_a88868bf
evt_c9a7753ce976,usr_2fae83445c4a,2026-04-26T20:35:15.295915,page_view,,ses_cda578dd
evt_a1d1ebe158ab,usr_2fae83445c4a,2026-04-26T20:35:15.295915,page_view,,ses_166947c9
evt_a86660d1eace,usr_2fae83445c4a,2026-04-26T20:35:15.295915,page_view,,ses_e0a47f83
evt_4d58179c437c,usr_2fae83445c4a,2026-04-26T20:35:15.295915,export_done,,ses_23496f68
evt_622f8ce491f4,usr_2fae83445c4a,2026-04-26T20:35:15.295915,invite_sent,,ses_625c39c2
evt_504f99a36b13,usr_2fae83445c4a,2026-04-26T20:35:15.295915,feature_used,feature_1,ses_17991dbd
evt_101f3ff06da3,usr_2fae83445c4a,2026-04-26T20:35:15.295915,invite_sent,,ses_9f8a78c9
evt_bbed588fd1ee,usr_2fae83445c4a,2026-04-26T20:35:15.295915,invite_sent,,ses_e511153e
evt_5e2684ffa329,usr_2fae83445c4a,2026-04-26T20:35:15.295915,page_view,,ses_94fd69f5
evt_d6e6b2a7d13c,usr_2fae83445c4a,2026-04-26T20:35:15.295915,invite_sent,,ses_79fd2deb
evt_a31d9559f88b,usr_2d40f6fe214e,2026-03-18T05:36:43.295915,page_view,,ses_35d0d5b8
evt_d123d5cd496d,usr_2d40f6fe214e,2026-03-03T16:23:46.295915,feature_used,feature_2,ses_ba505418
evt_f6d567b48b36,usr_2d40f6fe214e,2026-04-09T02:54:50.295915,feature_used,feature_2,ses_f1e97949
evt_2392b6d4ff0d,usr_2d40f6fe214e,2026-03-27T21:15:05.295915,page_view,,ses_4ad7f032
evt_3e4edc3e83d5,usr_2d40f6fe214e,2026-03-09T04:37:11.295915,page_view,,ses_8ba5d6f8
evt_431f919689e0,usr_2d40f6fe214e,2026-04-03T01:28:23.295915,page_view,,ses_bc429134
evt_959e812b1854,usr_2d40f6fe214e,2026-03-03T05:37:30.295915,export_done,,ses_9ce3ba5d
evt_7be84526cfb3,usr_2d40f6fe214e,2026-03-02T01:58:36.295915,page_view,,ses_d6a900ba
evt_3ec03f629f90,usr_2d40f6fe214e,2026-03-31T23:00:54.295915,feature_used,feature_1,ses_ff416ed4
evt_78322f18fcec,usr_2d40f6fe214e,2026-04-06T09:16:38.295915,settings_changed,,ses_e42e02cd
evt_284547e10dbc,usr_2d40f6fe214e,2026-03-13T21:44:56.295915,page_view,,ses_3db20fe5
evt_fb2cb8b6b54f,usr_2d40f6fe214e,2026-03-03T17:33:06.295915,export_done,,ses_81cc448d
evt_9ac400ddbbdd,usr_2d40f6fe214e,2026-04-10T09:06:17.295915,export_done,,ses_37594688
evt_1ed716dae8c9,usr_2d40f6fe214e,2026-03-11T03:48:30.295915,page_view,,ses_1f84e50e
evt_fc886f1bcf86,usr_2d40f6fe214e,2026-04-10T22:06:50.295915,feature_used,feature_1,ses_e54397b5
evt_33fe9236fa73,usr_2d40f6fe214e,2026-03-18T07:27:59.295915,page_view,,ses_cac9a3ab
evt_ae0d29995452,usr_2d40f6fe214e,2026-03-13T08:27:00.295915,page_view,,ses_b49ed3d7
evt_64989e1fe714,usr_2d40f6fe214e,2026-03-21T20:50:55.295915,page_view,,ses_beb61007
evt_03e2ac794ae6,usr_2d40f6fe214e,2026-03-30T17:12:48.295915,feature_used,feature_2,ses_41fee49b
evt_02006e56ecc2,usr_2d40f6fe214e,2026-03-07T18:05:35.295915,feature_used,feature_2,ses_ae8ac65f
evt_b83cfcb5f783,usr_2d40f6fe214e,2026-03-17T02:30:28.295915,page_view,,ses_1dc18f25
evt_5374cc8575a7,usr_2d40f6fe214e,2026-03-10T00:40:51.295915,page_view,,ses_83f65676
evt_6e9aa6f19c90,usr_2d40f6fe214e,2026-04-01T09:23:53.295915,export_done,,ses_af08c714
evt_5e9098c939e7,usr_623b58c12aa1,2026-03-27T02:22:38.295915,page_view,,ses_9db8ed45
evt_c9756d36df5c,usr_623b58c12aa1,2026-03-28T06:46:27.295915,feature_used,feature_1,ses_49f89559
evt_91ad3d9862ba,usr_623b58c12aa1,2026-03-24T20:23:04.295915,feature_used,feature_1,ses_8aeb6269
evt_51dfbe6a575b,usr_623b58c12aa1,2026-03-26T03:50:58.295915,feature_used,feature_1,ses_6f49f67a
evt_85b2c075b470,usr_623b58c12aa1,2026-03-29T11:21:26.295915,page_view,,ses_928e7098
evt_514b68d9c223,usr_623b58c12aa1,2026-03-27T17:47:39.295915,invite_sent,,ses_d7f2be14
evt_69ab4ca6e103,usr_623b58c12aa1,2026-03-28T00:48:30.295915,page_view,,ses_a97bc77c
evt_c59337f4f1d0,usr_623b58c12aa1,2026-03-27T05:41:57.295915,page_view,,ses_b70abf90
evt_bfc114246549,usr_623b58c12aa1,2026-03-25T04:34:16.295915,page_view,,ses_effa6479
evt_82b0c7c44742,usr_623b58c12aa1,2026-03-28T00:17:30.295915,feature_used,feature_1,ses_0ff5b3c4
evt_eb8dee821a74,usr_623b58c12aa1,2026-03-28T23:20:12.295915,settings_changed,,ses_2c951af1
evt_600190343eb6,usr_623b58c12aa1,2026-03-28T12:28:52.295915,page_view,,ses_a63e17c7
evt_b0e3f8b9421a,usr_623b58c12aa1,2026-03-28T13:36:02.295915,feature_used,feature_1,ses_aab8dd69
evt_f35e956a2849,usr_623b58c12aa1,2026-03-25T05:56:42.295915,page_view,,ses_a610bbcb
evt_7a473662c4b2,usr_623b58c12aa1,2026-03-28T20:16:16.295915,feature_used,feature_1,ses_be1e8eab
evt_943deba6f08e,usr_623b58c12aa1,2026-03-28T17:49:50.295915,page_view,,ses_ee7cf72e
evt_82a743826590,usr_623b58c12aa1,2026-03-25T18:31:43.295915,settings_changed,,ses_64e3cc79
evt_84d83ea10ac3,usr_623b58c12aa1,2026-03-26T07:00:40.295915,page_view,,ses_ea17f2c3
evt_148849c02420,usr_623b58c12aa1,2026-03-25T11:34:48.295915,export_done,,ses_71ae54b1
evt_ab9a350e6253,usr_623b58c12aa1,2026-03-24T06:13:36.295915,page_view,,ses_0e1970de
evt_32091c61a1d1,usr_4b83cc15856c,2026-04-05T21:59:56.295915,page_view,,ses_b26eb4f5
evt_b8db791ef227,usr_4b83cc15856c,2026-04-04T15:49:25.295915,page_view,,ses_dbd12936
evt_dba4f417fc74,usr_4b83cc15856c,2026-04-07T15:49:54.295915,invite_sent,,ses_275130a1
evt_7944e8631524,usr_4b83cc15856c,2026-04-05T10:14:16.295915,export_done,,ses_fa58d881
evt_8b5272b31bd1,usr_4b83cc15856c,2026-04-01T14:12:06.295915,feature_used,feature_3,ses_419e3ae5
evt_64dafd2d9729,usr_4b83cc15856c,2026-04-01T13:15:28.295915,page_view,,ses_a8a5a1f8
evt_a0086badd2ec,usr_4b83cc15856c,2026-04-02T20:25:22.295915,page_view,,ses_7d586984
evt_5af91800af56,usr_4b83cc15856c,2026-04-06T16:05:52.295915,settings_changed,,ses_e70eaeb1
evt_177081e58885,usr_4b83cc15856c,2026-04-06T09:34:33.295915,invite_sent,,ses_ddf41a79
evt_3d913364a40b,usr_4b83cc15856c,2026-04-03T01:06:59.295915,invite_sent,,ses_e6e4e9c9
evt_855f1b0c5408,usr_4b83cc15856c,2026-04-06T22:51:37.295915,settings_changed,,ses_038ea691
evt_cd34bc2b720d,usr_4b83cc15856c,2026-04-05T01:22:40.295915,feature_used,feature_4,ses_c725129a
evt_8f5ebbed9450,usr_4b83cc15856c,2026-04-04T06:01:35.295915,page_view,,ses_de463051
evt_9f129c0af0ec,usr_4b83cc15856c,2026-04-02T12:28:09.295915,page_view,,ses_4206c229
evt_b3e42539c00b,usr_4b83cc15856c,2026-04-01T12:52:46.295915,invite_sent,,ses_98440385
evt_5c2eb0840b82,usr_4b83cc15856c,2026-04-06T00:59:52.295915,feature_used,feature_4,ses_dc77a3c2
evt_029a6c30eea3,usr_4b83cc15856c,2026-03-31T23:04:00.295915,page_view,,ses_b976f9ce
evt_81b15f98d7ba,usr_4b83cc15856c,2026-03-31T10:18:40.295915,page_view,,ses_81df9cf5
evt_0a544cc7afa6,usr_4b83cc15856c,2026-04-01T04:31:30.295915,settings_changed,,ses_e21d015c
evt_73d5877a64b9,usr_4b83cc15856c,2026-04-01T17:06:20.295915,page_view,,ses_6fb720e1
evt_339e84b532e5,usr_4b83cc15856c,2026-04-07T11:20:39.295915,page_view,,ses_04c08369
evt_0d9049e9229c,usr_4b83cc15856c,2026-04-01T19:11:08.295915,feature_used,feature_4,ses_9cd54b29
evt_f41232df00fa,usr_4b83cc15856c,2026-04-07T02:18:15.295915,settings_changed,,ses_defd5d2e
evt_d4c209c33094,usr_4b83cc15856c,2026-03-31T15:05:28.295915,settings_changed,,ses_005358ac
evt_02861b333218,usr_4b83cc15856c,2026-04-04T12:39:32.295915,page_view,,ses_60310cbd
evt_a96daba77dda,usr_4b83cc15856c,2026-04-04T11:44:31.295915,settings_changed,,ses_27ce0b5c
evt_f2fc5a638602,usr_da6583a29ddb,2026-04-04T13:41:50.295915,page_view,,ses_20ff0c27
evt_b0d069c96853,usr_da6583a29ddb,2026-02-10T23:20:24.295915,page_view,,ses_2a3cb786
evt_cfbfd6e4d628,usr_da6583a29ddb,2026-04-16T21:45:45.295915,page_view,,ses_2d1bc070
evt_8a0a54de9c68,usr_da6583a29ddb,2026-02-20T23:30:44.295915,page_view,,ses_629eb4d9
evt_b30d1eb8f310,usr_da6583a29ddb,2026-04-17T01:05:16.295915,export_done,,ses_a135133e
evt_f4e13caa75d9,usr_da6583a29ddb,2026-04-02T23:49:08.295915,page_view,,ses_f92cda2c
evt_b8805bcf3e97,usr_da6583a29ddb,2026-03-07T18:20:06.295915,invite_sent,,ses_775fbcc3
evt_c6c33d5f24b1,usr_da6583a29ddb,2026-04-13T02:08:12.295915,feature_used,feature_1,ses_d93f1b60
evt_204267e5f3a6,usr_da6583a29ddb,2026-02-20T16:31:22.295915,settings_changed,,ses_be3750e2
evt_44e3a8281e8a,usr_da6583a29ddb,2026-03-10T08:29:32.295915,feature_used,feature_1,ses_aa7054ff
evt_28b7eb94eb1d,usr_da6583a29ddb,2026-02-25T05:07:18.295915,feature_used,feature_1,ses_85be7452
evt_9cdf296d71a8,usr_da6583a29ddb,2026-02-10T04:08:58.295915,feature_used,feature_1,ses_329fa1ea
evt_b0cc1a3ec32b,usr_da6583a29ddb,2026-03-30T11:02:15.295915,page_view,,ses_344594b4
evt_086768711317,usr_da6583a29ddb,2026-02-27T04:52:35.295915,settings_changed,,ses_c6e850ad
evt_3b0f73066a4c,usr_da6583a29ddb,2026-03-31T03:34:17.295915,page_view,,ses_a91b6bee
evt_ace8579aaefd,usr_da6583a29ddb,2026-02-20T04:32:33.295915,page_view,,ses_9f50dfb5
evt_7ad22f0062df,usr_da6583a29ddb,2026-04-11T13:38:33.295915,feature_used,feature_1,ses_6ba1ea48
evt_e39ecb288341,usr_da6583a29ddb,2026-04-12T21:26:51.295915,page_view,,ses_37204d16
evt_66093cc8d590,usr_da6583a29ddb,2026-03-31T03:31:39.295915,export_done,,ses_dc69d8b8
evt_5df995f3755e,usr_da6583a29ddb,2026-04-09T23:35:27.295915,export_done,,ses_4599c491
evt_b9b8d8c564f2,usr_da6583a29ddb,2026-03-01T04:05:02.295915,export_done,,ses_bd712135
evt_8d6d7c54168f,usr_da6583a29ddb,2026-02-24T16:43:43.295915,page_view,,ses_293c0083
evt_692fb0b87d25,usr_da6583a29ddb,2026-03-18T03:52:11.295915,page_view,,ses_5e8c8b45
evt_f0894ffb984e,usr_da6583a29ddb,2026-02-25T13:01:26.295915,export_done,,ses_da2c1991
evt_a58b5cede247,usr_da6583a29ddb,2026-04-03T05:25:54.295915,feature_used,feature_1,ses_dd17b579
evt_ce6af930eb32,usr_da6583a29ddb,2026-04-09T00:13:46.295915,export_done,,ses_f3a40a12
evt_84f1aba47424,usr_da6583a29ddb,2026-03-13T07:55:33.295915,export_done,,ses_08b8d5cd
evt_6649c3a4b505,usr_da6583a29ddb,2026-03-29T07:07:16.295915,invite_sent,,ses_96d1c88d
evt_9b3d49640761,usr_da6583a29ddb,2026-02-11T17:58:17.295915,page_view,,ses_382b4bda
evt_ec5e1a6c1c39,usr_da6583a29ddb,2026-02-20T17:15:29.295915,page_view,,ses_35ee70c4
evt_cbbd8001d5e7,usr_da6583a29ddb,2026-03-17T02:23:38.295915,invite_sent,,ses_9c11e5a9
evt_8a56c2fc6882,usr_da6583a29ddb,2026-03-11T17:08:50.295915,page_view,,ses_bb3c2e94
evt_fc647d2e4b52,usr_da6583a29ddb,2026-03-05T02:33:06.295915,page_view,,ses_42ce24d5
evt_4f00b08c42e4,usr_da6583a29ddb,2026-02-15T11:33:46.295915,feature_used,feature_1,ses_469ef311
evt_913bdf8e9bd9,usr_da6583a29ddb,2026-04-05T22:37:29.295915,export_done,,ses_3be2a2cc
evt_29500fae3848,usr_da6583a29ddb,2026-02-17T12:06:17.295915,settings_changed,,ses_e5ae82cc
evt_7cb31f082456,usr_da6583a29ddb,2026-02-18T04:10:28.295915,feature_used,feature_1,ses_08f7816f
evt_ffa37d7b4de6,usr_da6583a29ddb,2026-02-16T13:51:51.295915,page_view,,ses_a794afba
evt_806ea3782228,usr_da6583a29ddb,2026-04-02T13:52:58.295915,feature_used,feature_1,ses_ff6a705d
evt_94b5e1fb995e,usr_da6583a29ddb,2026-02-22T07:45:40.295915,export_done,,ses_3c587be5
evt_3d808c068f2e,usr_da6583a29ddb,2026-04-14T21:55:06.295915,page_view,,ses_5b0b6823
evt_9dc7a6e5cc38,usr_da6583a29ddb,2026-03-28T00:04:32.295915,feature_used,feature_1,ses_4cab3fff
evt_a4a64a2b1e81,usr_da6583a29ddb,2026-03-07T14:12:51.295915,invite_sent,,ses_d490c5ac
evt_7ad1eeb77524,usr_da6583a29ddb,2026-04-02T02:09:23.295915,settings_changed,,ses_f7479ac7
evt_d645bfe27222,usr_da6583a29ddb,2026-04-09T18:03:13.295915,settings_changed,,ses_ef37099c
evt_03f7dc8fe310,usr_da6583a29ddb,2026-03-22T22:34:13.295915,settings_changed,,ses_eb3fc4d1
evt_4dc61f42449b,usr_da6583a29ddb,2026-03-02T10:06:47.295915,page_view,,ses_d75473ed
evt_8ca2551708ce,usr_da6583a29ddb,2026-04-03T05:14:18.295915,page_view,,ses_18125d7d
evt_c584d28d71c4,usr_da6583a29ddb,2026-04-17T20:05:44.295915,invite_sent,,ses_802ac582
evt_536dc2c19541,usr_da6583a29ddb,2026-03-01T09:18:12.295915,invite_sent,,ses_b7d86452
evt_ed96c1e307fa,usr_da6583a29ddb,2026-03-12T02:56:20.295915,invite_sent,,ses_a468e121
evt_494712d18f0d,usr_da6583a29ddb,2026-03-20T14:18:24.295915,export_done,,ses_5b8b53fb
evt_3369ea291d9d,usr_da6583a29ddb,2026-04-16T01:43:53.295915,feature_used,feature_1,ses_a3f0c09c
evt_14a6c89faef7,usr_da6583a29ddb,2026-03-24T09:26:04.295915,feature_used,feature_1,ses_daf97503
evt_0f91d1b16444,usr_da6583a29ddb,2026-02-21T14:32:51.295915,settings_changed,,ses_b7777dd9
evt_ec3ac1fd2842,usr_da6583a29ddb,2026-03-05T22:14:58.295915,feature_used,feature_1,ses_1aa952fa
evt_52ba21fa483d,usr_da6583a29ddb,2026-02-16T01:46:43.295915,settings_changed,,ses_2744d62d
evt_7d44b2ba19ac,usr_da6583a29ddb,2026-03-14T16:23:02.295915,settings_changed,,ses_b2c8b0c0
evt_79558849ede8,usr_da6583a29ddb,2026-02-11T21:36:03.295915,invite_sent,,ses_0430334a
evt_eec9251c6e33,usr_da6583a29ddb,2026-04-07T23:26:46.295915,page_view,,ses_7e229bd5
evt_49d98085f24f,usr_da6583a29ddb,2026-04-04T15:19:05.295915,page_view,,ses_04c73453
evt_d6e402e21794,usr_da6583a29ddb,2026-03-04T04:47:37.295915,page_view,,ses_db4794ea
evt_e39e66819fa1,usr_da6583a29ddb,2026-04-07T23:45:08.295915,feature_used,feature_1,ses_bf00d734
evt_59710711ad21,usr_da6583a29ddb,2026-02-10T13:20:36.295915,page_view,,ses_6560942a
evt_ff96083f65f9,usr_da6583a29ddb,2026-02-16T18:00:48.295915,feature_used,feature_1,ses_2ababf58
evt_7a7fc5182425,usr_da6583a29ddb,2026-03-04T02:03:37.295915,feature_used,feature_1,ses_cc75a55d
evt_2c483f98d8a6,usr_da6583a29ddb,2026-02-12T21:47:05.295915,page_view,,ses_2567ca45
evt_289698943380,usr_da6583a29ddb,2026-03-13T22:32:30.295915,feature_used,feature_1,ses_d625c67f
evt_f13f02b25d31,usr_da6583a29ddb,2026-03-31T18:39:29.295915,page_view,,ses_bb1ef784
evt_2bd81b569641,usr_da6583a29ddb,2026-03-04T23:10:42.295915,page_view,,ses_80005a19
evt_daf4815e9f20,usr_da6583a29ddb,2026-03-08T21:29:11.295915,invite_sent,,ses_97b35bf3
evt_ca2acc1b3855,usr_da6583a29ddb,2026-04-15T19:25:07.295915,page_view,,ses_bfd373d9
evt_4292337a0fcc,usr_da6583a29ddb,2026-03-28T23:41:06.295915,page_view,,ses_304daa3d
evt_719cc741c8b7,usr_da6583a29ddb,2026-03-02T15:47:43.295915,feature_used,feature_1,ses_7764cfb1
evt_2d36732ee47e,usr_da6583a29ddb,2026-04-06T07:12:51.295915,settings_changed,,ses_13ec2044
evt_76453d2a57b5,usr_da6583a29ddb,2026-04-06T19:15:28.295915,page_view,,ses_c55a175f
evt_021f57f1d6c1,usr_da6583a29ddb,2026-03-27T17:59:26.295915,feature_used,feature_1,ses_2bd2c9d2
evt_8847546b212f,usr_da6583a29ddb,2026-03-27T18:41:39.295915,page_view,,ses_9d76b6ce
evt_1a72088971fb,usr_da6583a29ddb,2026-03-21T09:06:21.295915,page_view,,ses_648748a9
evt_7cc028a810c4,usr_da6583a29ddb,2026-02-28T08:16:29.295915,feature_used,feature_1,ses_1a2967b4
evt_e7635915beb5,usr_da6583a29ddb,2026-02-19T06:27:09.295915,feature_used,feature_1,ses_cd4b98f9
evt_ab2c7cdfb3a0,usr_da6583a29ddb,2026-03-16T06:09:38.295915,feature_used,feature_1,ses_2ac4c632
evt_3e308f945865,usr_da6583a29ddb,2026-03-21T18:31:30.295915,settings_changed,,ses_e318c7f0
evt_189d0a8951cb,usr_da6583a29ddb,2026-03-27T04:50:01.295915,export_done,,ses_0d50e76c
evt_a527154d0f10,usr_da6583a29ddb,2026-02-15T02:48:55.295915,feature_used,feature_1,ses_f92a2c36
evt_92de2d5e612d,usr_da6583a29ddb,2026-02-15T17:49:30.295915,page_view,,ses_6a5b7e57
evt_704320c8379d,usr_47f1ae04775c,2026-03-25T07:48:22.295915,page_view,,ses_df710116
evt_542d9541a998,usr_47f1ae04775c,2026-04-19T09:55:58.295915,feature_used,feature_1,ses_872212e0
evt_0d8ce6f915f9,usr_47f1ae04775c,2026-04-16T19:38:34.295915,settings_changed,,ses_526a8bdf
evt_8eac22f17537,usr_47f1ae04775c,2026-03-24T16:08:44.295915,settings_changed,,ses_d44d783c
evt_fd797327264b,usr_47f1ae04775c,2026-04-02T21:38:41.295915,page_view,,ses_9ab091ba
evt_089007fb4eef,usr_47f1ae04775c,2026-04-20T18:35:20.295915,export_done,,ses_381f345a
evt_f4831c1fd115,usr_47f1ae04775c,2026-03-31T02:40:43.295915,settings_changed,,ses_0c94643c
evt_e46f55631fd3,usr_47f1ae04775c,2026-03-14T04:14:49.295915,feature_used,feature_2,ses_b8b6df39
evt_c76b1c2c4b0e,usr_47f1ae04775c,2026-03-16T08:43:52.295915,feature_used,feature_1,ses_a265dfcf
evt_e8beee76f02a,usr_47f1ae04775c,2026-03-08T06:58:32.295915,feature_used,feature_1,ses_1f5279cd
evt_881bf4c3af5c,usr_47f1ae04775c,2026-03-29T19:23:29.295915,page_view,,ses_497eceb1
evt_aee2022c42a3,usr_47f1ae04775c,2026-03-23T00:07:13.295915,page_view,,ses_7076f028
